origin,dest,avg_daily_trips,allocated_demand_tons_per_day,required_trains_per_day,utilization_ratio_trains,distance_km,avg_speed_kmh,ton_km_per_day,efficiency_grade,importance_score,distance_category,origin_eng,latitude,longitude,dest_eng,latitude_dest,longitude_dest,origin_centrality,origin_hub_type,origin_hub_type_eng,dest_centrality,dest_hub_type,dest_hub_type_eng,corridor_grade,corridor_grade_eng,origin_region,dest_region,inter_regional
괴동,오봉,14,276.05389991613083,0.27605389991613083,0.01971813570829506,402.3,48.31387808041505,89216.35470226446,매우낮음,0.7256323399496785,초장거리,Goedong,35.99667,129.375,Obong,37.33611,126.96111,0.14825346908270137,중간 허브,Intermediate Hub,0.15391569198342916,주요 허브,Major Hub,B급 (일반),B-grade (General),중남부,중부,True
괴동,입석리,7,138.02694995806542,0.13802694995806541,0.01971813570829506,270.0,31.702544031311152,44608.17735113223,매우낮음,0.36281616997483923,장거리,Goedong,35.99667,129.375,Ipseokri,37.19686,128.29764,0.14825346908270137,중간 허브,Intermediate Hub,0.025212927299791455,말단역,Terminal,C급 (보조),C-grade (Support),중남부,중부,True
괴동,제천,7,138.02694995806542,0.13802694995806541,0.01971813570829506,256.3,41.4501347708895,44608.17735113223,매우낮음,0.36281616997483923,장거리,Goedong,35.99667,129.375,Jecheon,37.12722,128.20617,0.14825346908270137,중간 허브,Intermediate Hub,0.004087401654046361,말단역,Terminal,C급 (보조),C-grade (Support),중남부,중부,True
괴동,제천조차장,14,276.05389991613083,0.27605389991613083,0.01971813570829506,258.6,35.458648012876075,89216.35470226446,매우낮음,0.7256323399496785,장거리,Goedong,35.99667,129.375,JecheonYard,37.12769,128.1785,0.14825346908270137,중간 허브,Intermediate Hub,0.3272044515385864,주요 허브,Major Hub,B급 (일반),B-grade (General),중남부,중부,True
군산,태금,7,138.02694995806542,0.13802694995806541,0.01971813570829506,193.6,45.375,44608.17735113223,매우낮음,0.36281616997483923,중거리,Gunsan,35.9977,126.76087,Taegum,34.93056,127.71528,0.012851851427976258,말단역,Terminal,0.02405392663992252,말단역,Terminal,C급 (보조),C-grade (Support),중남부,남부,True
나주,흥국사,7,138.02694995806542,0.13802694995806541,0.01971813570829506,297.6,54.941538461538464,44608.17735113223,매우낮음,0.36281616997483923,장거리,Naju,35.01426,126.71699,Heungguksa,34.81667,127.67611,0.004024011888073619,말단역,Terminal,0.031009437716754792,말단역,Terminal,C급 (보조),C-grade (Support),남부,남부,False
대전조차장,도담,7,138.02694995806542,0.13802694995806541,0.01971813570829506,170.3,54.06349206349207,44608.17735113223,매우낮음,0.36281616997483923,중거리,DaejeonYard,36.37111,127.4225,Dodam,37.02436,128.3265,0.023176296389022886,말단역,Terminal,0.06600172599010236,중간 허브,Intermediate Hub,C급 (보조),C-grade (Support),중남부,중부,True
대전조차장,동해,12,236.61762849954073,0.23661762849954074,0.019718135708295063,313.1,40.176840260619706,76471.16117336955,매우낮음,0.6219705770997245,초장거리,DaejeonYard,36.37111,127.4225,Donghae,37.49798,129.12276,0.023176296389022886,말단역,Terminal,0.2088824901742632,중간 허브,Intermediate Hub,B급 (일반),B-grade (General),중남부,중부,True
대전조차장,입석리,12,236.61762849954073,0.23661762849954074,0.019718135708295063,168.1,46.73515628405772,76471.16117336955,매우낮음,0.6219705770997245,중거리,DaejeonYard,36.37111,127.4225,Ipseokri,37.19686,128.29764,0.023176296389022886,말단역,Terminal,0.025212927299791455,말단역,Terminal,B급 (일반),B-grade (General),중남부,중부,True
대전조차장,제천조차장,26,512.6715284156716,0.5126715284156715,0.01971813570829506,152.1,58.47126786257221,165687.515875634,매우낮음,1.347602917049403,중거리,DaejeonYard,36.37111,127.4225,JecheonYard,37.12769,128.1785,0.023176296389022886,말단역,Terminal,0.3272044515385864,주요 허브,Major Hub,A급 (주요),A-grade (Major),중남부,중부,True
덕소,도담,7,138.02694995806542,0.13802694995806541,0.01971813570829506,143.3,48.30337078651686,44608.17735113223,매우낮음,0.36281616997483923,중거리,Deokso,37.58639,127.20944,Dodam,37.02436,128.3265,0.025453410697351183,말단역,Terminal,0.06600172599010236,중간 허브,Intermediate Hub,C급 (보조),C-grade (Support),북부,중부,True
덕소,입석리,13,256.3357642078358,0.25633576420783577,0.01971813570829506,141.1,37.653829980562655,82843.757937817,매우낮음,0.6738014585247015,중거리,Deokso,37.58639,127.20944,Ipseokri,37.19686,128.29764,0.025453410697351183,말단역,Terminal,0.025212927299791455,말단역,Terminal,B급 (일반),B-grade (General),북부,중부,True
덕소,제천조차장,6,118.30881424977036,0.11830881424977037,0.019718135708295063,125.1,44.94610778443113,38235.58058668477,매우낮음,0.31098528854986224,중거리,Deokso,37.58639,127.20944,JecheonYard,37.12769,128.1785,0.025453410697351183,말단역,Terminal,0.3272044515385864,주요 허브,Major Hub,C급 (보조),C-grade (Support),북부,중부,True
도담,가천,7,138.02694995806542,0.13802694995806541,0.01971813570829506,197.6,35.49700598802395,44608.17735113223,매우낮음,0.36281616997483923,중거리,Dodam,37.02436,128.3265,Gacheon,35.85361,128.69306,0.06600172599010236,중간 허브,Intermediate Hub,0.011269057522250376,말단역,Terminal,C급 (보조),C-grade (Support),중부,중남부,True
도담,광운대,14,276.05389991613083,0.27605389991613083,0.01971813570829506,160.8,44.883157348104554,89216.35470226446,매우낮음,0.7256323399496785,중거리,Dodam,37.02436,128.3265,Gwangwoondae,37.62369,127.06191,0.06600172599010236,중간 허브,Intermediate Hub,0.011869094700967739,말단역,Terminal,B급 (일반),B-grade (General),중부,북부,True
도담,대전조차장,19,374.6445784576062,0.3746445784576062,0.019718135708295063,170.3,55.841499002413265,121079.33852450179,매우낮음,0.9847867470745637,중거리,Dodam,37.02436,128.3265,DaejeonYard,36.37111,127.4225,0.06600172599010236,중간 허브,Intermediate Hub,0.023176296389022886,말단역,Terminal,B급 (일반),B-grade (General),중부,중남부,True
도담,무릉,5,98.5906785414753,0.0985906785414753,0.01971813570829506,89.2,34.30769230769231,31862.983822237307,매우낮음,0.25915440712488513,단거리,Dodam,37.02436,128.3265,Mureung,36.51917,128.6875,0.06600172599010236,중간 허브,Intermediate Hub,0.004137809412147929,말단역,Terminal,C급 (보조),C-grade (Support),중부,중부,False
도담,수색,28,552.1077998322617,0.5521077998322617,0.01971813570829506,272.4,47.93287698002159,178432.70940452893,매우낮음,1.451264679899357,장거리,Dodam,37.02436,128.3265,Susaek,37.58176,126.89395,0.06600172599010236,중간 허브,Intermediate Hub,0.01893248948234788,말단역,Terminal,A급 (주요),A-grade (Major),중부,북부,True
도담,오봉,21,414.08084987419625,0.41408084987419624,0.01971813570829506,234.8,57.37319060220487,133824.5320533967,매우낮음,1.0884485099245178,장거리,Dodam,37.02436,128.3265,Obong,37.33611,126.96111,0.06600172599010236,중간 허브,Intermediate Hub,0.15391569198342916,주요 허브,Major Hub,A급 (주요),A-grade (Major),중부,중부,False
도안,동해,5,98.5906785414753,0.0985906785414753,0.01971813570829506,238.0,34.40963855421687,31862.983822237307,매우낮음,0.25915440712488513,장거리,Doan,36.81333,127.61444,Donghae,37.49798,129.12276,0.004100857288079012,말단역,Terminal,0.2088824901742632,중간 허브,Intermediate Hub,C급 (보조),C-grade (Support),중부,중부,False
동산,신광양항,6,118.30881424977036,0.11830881424977037,0.019718135708295063,148.2,53.89090909090908,38235.58058668477,매우낮음,0.31098528854986224,중거리,Dongsan,35.875,127.08778,ShingwangyangPort,34.89778,127.64722,0.08660997820852037,중간 허브,Intermediate Hub,0.07332445377988714,중간 허브,Intermediate Hub,C급 (보조),C-grade (Support),중남부,남부,True
동산,제천조차장,7,138.02694995806542,0.13802694995806541,0.01971813570829506,257.6,55.79783393501806,44608.17735113223,매우낮음,0.36281616997483923,장거리,Dongsan,35.875,127.08778,JecheonYard,37.12769,128.1785,0.08660997820852037,중간 허브,Intermediate Hub,0.3272044515385864,주요 허브,Major Hub,C급 (보조),C-grade (Support),중남부,중부,True
동해,대전조차장,5,98.5906785414753,0.0985906785414753,0.01971813570829506,313.1,40.31330472103004,31862.983822237307,매우낮음,0.25915440712488513,초장거리,Donghae,37.49798,129.12276,DaejeonYard,36.37111,127.4225,0.2088824901742632,중간 허브,Intermediate Hub,0.023176296389022886,말단역,Terminal,C급 (보조),C-grade (Support),중부,중남부,True
동해,도안,5,98.5906785414753,0.0985906785414753,0.01971813570829506,241.0,43.03571428571429,31862.983822237307,매우낮음,0.25915440712488513,장거리,Donghae,37.49798,129.12276,Doan,36.81333,127.61444,0.2088824901742632,중간 허브,Intermediate Hub,0.004100857288079012,말단역,Terminal,C급 (보조),C-grade (Support),중부,중부,False
동해,부산신항,5,98.5906785414753,0.0985906785414753,0.01971813570829506,501.6,36.79217603911981,31862.983822237307,매우낮음,0.25915440712488513,초장거리,Donghae,37.49798,129.12276,BusanNewPort,35.11429,128.84629,0.2088824901742632,중간 허브,Intermediate Hub,0.22117197274517447,중간 허브,Intermediate Hub,C급 (보조),C-grade (Support),중부,남부,True
동해,부산진,14,276.05389991613083,0.27605389991613083,0.01971813570829506,423.4,40.45479372855697,89216.35470226446,매우낮음,0.7256323399496785,초장거리,Donghae,37.49798,129.12276,Busanjin,35.12873,129.04991,0.2088824901742632,중간 허브,Intermediate Hub,0.05230597300373528,중간 허브,Intermediate Hub,B급 (일반),B-grade (General),중부,남부,True
동해,석포,6,118.30881424977036,0.11830881424977037,0.019718135708295063,70.8,42.90909090909091,38235.58058668477,매우낮음,0.31098528854986224,단거리,Donghae,37.49798,129.12276,Seokpo,37.04596,129.06029,0.2088824901742632,중간 허브,Intermediate Hub,0.004169621418529715,말단역,Terminal,C급 (보조),C-grade (Support),중부,중부,False
동해,수색,7,138.02694995806542,0.13802694995806541,0.01971813570829506,415.2,42.439522998296425,44608.17735113223,매우낮음,0.36281616997483923,초장거리,Donghae,37.49798,129.12276,Susaek,37.58176,126.89395,0.2088824901742632,중간 허브,Intermediate Hub,0.01893248948234788,말단역,Terminal,C급 (보조),C-grade (Support),중부,북부,True
동해,오봉,7,138.02694995806542,0.13802694995806541,0.01971813570829506,380.6,43.74712643678161,44608.17735113223,매우낮음,0.36281616997483923,초장거리,Donghae,37.49798,129.12276,Obong,37.33611,126.96111,0.2088824901742632,중간 허브,Intermediate Hub,0.15391569198342916,주요 허브,Major Hub,C급 (보조),C-grade (Support),중부,중부,False
동해,음성,6,118.30881424977036,0.11830881424977037,0.019718135708295063,224.2,31.577464788732396,38235.58058668477,매우낮음,0.31098528854986224,장거리,Donghae,37.49798,129.12276,Eumseong,36.92603,127.72612,0.2088824901742632,중간 허브,Intermediate Hub,0.004106316447779862,말단역,Terminal,C급 (보조),C-grade (Support),중부,중부,False
동해,제천조차장,21,414.08084987419625,0.41408084987419624,0.01971813570829506,164.0,32.634836173471,133824.5320533967,매우낮음,1.0884485099245178,중거리,Donghae,37.49798,129.12276,JecheonYard,37.12769,128.1785,0.2088824901742632,중간 허브,Intermediate Hub,0.3272044515385864,주요 허브,Major Hub,A급 (주요),A-grade (Major),중부,중부,False
마산,영주,7,138.02694995806542,0.13802694995806541,0.01971813570829506,266.5,39.48148148148148,44608.17735113223,매우낮음,0.36281616997483923,장거리,Masan,35.2359,128.57728,Yeongju,36.81094,128.62575,0.004103408934362659,말단역,Terminal,0.10596447231244494,중간 허브,Intermediate Hub,C급 (보조),C-grade (Support),남부,중부,True
목포,황등,5,98.5906785414753,0.0985906785414753,0.01971813570829506,195.3,45.95294117647059,31862.983822237307,매우낮음,0.25915440712488513,중거리,Mokpo,34.8,126.4,Hwangdeung,35.99972,126.94335,0.0040611960481859955,말단역,Terminal,0.04710339629803706,중간 허브,Intermediate Hub,C급 (보조),C-grade (Support),남부,중남부,True
무릉,도담,5,98.5906785414753,0.0985906785414753,0.01971813570829506,89.2,36.40816326530612,31862.983822237307,매우낮음,0.25915440712488513,단거리,Mureung,36.51917,128.6875,Dodam,37.02436,128.3265,0.004137809412147929,말단역,Terminal,0.06600172599010236,중간 허브,Intermediate Hub,C급 (보조),C-grade (Support),중부,중부,False
문수,부산진,6,118.30881424977036,0.11830881424977037,0.019718135708295063,270.8,28.356020942408374,38235.58058668477,매우낮음,0.31098528854986224,장거리,Munsu,36.76889,128.63,Busanjin,35.12873,129.04991,0.00404477268133077,말단역,Terminal,0.05230597300373528,중간 허브,Intermediate Hub,C급 (보조),C-grade (Support),중부,남부,True
부강화물,부산신항,6,118.30881424977036,0.11830881424977037,0.019718135708295063,294.9,54.443076923076916,38235.58058668477,매우낮음,0.31098528854986224,장거리,BugangCargo,36.54419,127.349,BusanNewPort,35.11429,128.84629,0.007908557627328746,말단역,Terminal,0.22117197274517447,중간 허브,Intermediate Hub,C급 (보조),C-grade (Support),중부,남부,True
부강화물,부산진,6,118.30881424977036,0.11830881424977037,0.019718135708295063,303.0,64.69750889679715,38235.58058668477,매우낮음,0.31098528854986224,초장거리,BugangCargo,36.54419,127.349,Busanjin,35.12873,129.04991,0.007908557627328746,말단역,Terminal,0.05230597300373528,중간 허브,Intermediate Hub,C급 (보조),C-grade (Support),중부,남부,True
부산신항,동해,5,98.5906785414753,0.0985906785414753,0.01971813570829506,501.6,39.54796320630749,31862.983822237307,매우낮음,0.25915440712488513,초장거리,BusanNewPort,35.11429,128.84629,Donghae,37.49798,129.12276,0.22117197274517447,중간 허브,Intermediate Hub,0.2088824901742632,중간 허브,Intermediate Hub,C급 (보조),C-grade (Support),남부,중부,True
부산신항,부강화물,6,118.30881424977036,0.11830881424977037,0.019718135708295063,294.9,55.293749999999996,38235.58058668477,매우낮음,0.31098528854986224,장거리,BusanNewPort,35.11429,128.84629,BugangCargo,36.54419,127.349,0.22117197274517447,중간 허브,Intermediate Hub,0.007908557627328746,말단역,Terminal,C급 (보조),C-grade (Support),남부,중부,True
부산신항,삽교,14,276.05389991613083,0.27605389991613083,0.01971813570829506,377.7,59.202159400544964,89216.35470226446,매우낮음,0.7256323399496785,초장거리,BusanNewPort,35.11429,128.84629,Sapgyo,36.67028,126.75167,0.22117197274517447,중간 허브,Intermediate Hub,0.030063543613880854,중간 허브,Intermediate Hub,B급 (일반),B-grade (General),남부,중부,True
부산신항,순천,6,118.30881424977036,0.11830881424977037,0.019718135708295063,159.8,52.108695652173914,38235.58058668477,매우낮음,0.31098528854986224,중거리,BusanNewPort,35.11429,128.84629,Suncheon,34.94637,127.50221,0.22117197274517447,중간 허브,Intermediate Hub,0.04965907560352373,말단역,Terminal,C급 (보조),C-grade (Support),남부,남부,False
부산신항,약목,6,118.30881424977036,0.11830881424977037,0.019718135708295063,142.3,63.24444444444445,38235.58058668477,매우낮음,0.31098528854986224,중거리,BusanNewPort,35.11429,128.84629,Yakmok,36.03722,128.36417,0.22117197274517447,중간 허브,Intermediate Hub,0.023843973986876044,말단역,Terminal,C급 (보조),C-grade (Support),남부,중남부,True
부산신항,오봉,57,1123.9337353728183,1.1239337353728183,0.019718135708295056,402.3,74.98146992953106,363238.0155735053,매우낮음,2.954360241223691,초장거리,BusanNewPort,35.11429,128.84629,Obong,37.33611,126.96111,0.22117197274517447,중간 허브,Intermediate Hub,0.15391569198342916,주요 허브,Major Hub,A급 (주요),A-grade (Major),남부,중부,True
부산신항,천안,5,98.5906785414753,0.0985906785414753,0.01971813570829506,335.2,57.462857142857146,31862.983822237307,매우낮음,0.25915440712488513,초장거리,BusanNewPort,35.11429,128.84629,Cheonan,36.81012,127.14683,0.22117197274517447,중간 허브,Intermediate Hub,0.030071364885365763,말단역,Terminal,C급 (보조),C-grade (Support),남부,중부,True
부산신항,황등,10,197.1813570829506,0.1971813570829506,0.01971813570829506,312.1,50.664102489104685,63725.967644474615,매우낮음,0.5183088142497703,초장거리,BusanNewPort,35.11429,128.84629,Hwangdeung,35.99972,126.94335,0.22117197274517447,중간 허브,Intermediate Hub,0.04710339629803706,중간 허브,Intermediate Hub,B급 (일반),B-grade (General),남부,중남부,True
부산진,동해,14,276.05389991613083,0.27605389991613083,0.01971813570829506,423.4,32.10944554320398,89216.35470226446,매우낮음,0.7256323399496785,초장거리,Busanjin,35.12873,129.04991,Donghae,37.49798,129.12276,0.05230597300373528,중간 허브,Intermediate Hub,0.2088824901742632,중간 허브,Intermediate Hub,B급 (일반),B-grade (General),남부,중부,True
부산진,문수,6,118.30881424977036,0.11830881424977037,0.019718135708295063,270.8,45.51260504201681,38235.58058668477,매우낮음,0.31098528854986224,장거리,Busanjin,35.12873,129.04991,Munsu,36.76889,128.63,0.05230597300373528,중간 허브,Intermediate Hub,0.00404477268133077,말단역,Terminal,C급 (보조),C-grade (Support),남부,중부,True
부산진,부강화물,6,118.30881424977036,0.11830881424977037,0.019718135708295063,303.0,64.69750889679715,38235.58058668477,매우낮음,0.31098528854986224,초장거리,Busanjin,35.12873,129.04991,BugangCargo,36.54419,127.349,0.05230597300373528,중간 허브,Intermediate Hub,0.007908557627328746,말단역,Terminal,C급 (보조),C-grade (Support),남부,중부,True
부산진,약목,5,98.5906785414753,0.0985906785414753,0.01971813570829506,150.4,65.86861313868614,31862.983822237307,매우낮음,0.25915440712488513,중거리,Busanjin,35.12873,129.04991,Yakmok,36.03722,128.36417,0.05230597300373528,중간 허브,Intermediate Hub,0.023843973986876044,말단역,Terminal,C급 (보조),C-grade (Support),남부,중남부,True
부산진,오봉,21,414.08084987419625,0.41408084987419624,0.01971813570829506,410.4,73.08446357472461,133824.5320533967,매우낮음,1.0884485099245178,초장거리,Busanjin,35.12873,129.04991,Obong,37.33611,126.96111,0.05230597300373528,중간 허브,Intermediate Hub,0.15391569198342916,주요 허브,Major Hub,A급 (주요),A-grade (Major),남부,중부,True
삽교,광양,6,118.30881424977036,0.11830881424977037,0.019718135708295063,265.5,43.88429752066116,38235.58058668477,매우낮음,0.31098528854986224,장거리,Sapgyo,36.67028,126.75167,Gwangyang,34.95611,127.58778,0.030063543613880854,중간 허브,Intermediate Hub,0.03522870542381626,말단역,Terminal,C급 (보조),C-grade (Support),중부,남부,True
삽교,부산신항,14,276.05389991613083,0.27605389991613083,0.01971813570829506,377.7,60.25765558349106,89216.35470226446,매우낮음,0.7256323399496785,초장거리,Sapgyo,36.67028,126.75167,BusanNewPort,35.11429,128.84629,0.030063543613880854,중간 허브,Intermediate Hub,0.22117197274517447,중간 허브,Intermediate Hub,B급 (일반),B-grade (General),중부,남부,True
석항,괴동,7,138.02694995806542,0.13802694995806541,0.01971813570829506,305.3,35.988212180746565,44608.17735113223,매우낮음,0.36281616997483923,초장거리,Seokhang,37.19722,128.48528,Goedong,35.99667,129.375,0.004074183016346926,말단역,Terminal,0.14825346908270137,중간 허브,Intermediate Hub,C급 (보조),C-grade (Support),중부,중남부,True
수색,도담,21,414.08084987419625,0.41408084987419624,0.01971813570829506,272.4,56.25664741222637,133824.5320533967,매우낮음,1.0884485099245178,장거리,Susaek,37.58176,126.89395,Dodam,37.02436,128.3265,0.01893248948234788,말단역,Terminal,0.06600172599010236,중간 허브,Intermediate Hub,A급 (주요),A-grade (Major),북부,중부,True
수색,제천조차장,23,453.5171212907864,0.4535171212907864,0.019718135708295063,254.2,49.93051253048419,146569.7255822916,매우낮음,1.192110272774472,장거리,Susaek,37.58176,126.89395,JecheonYard,37.12769,128.1785,0.01893248948234788,말단역,Terminal,0.3272044515385864,주요 허브,Major Hub,A급 (주요),A-grade (Major),북부,중부,True
신광양항,군산,6,118.30881424977036,0.11830881424977037,0.019718135708295063,187.2,51.99999999999999,38235.58058668477,매우낮음,0.31098528854986224,중거리,ShingwangyangPort,34.89778,127.64722,Gunsan,35.9977,126.76087,0.07332445377988714,중간 허브,Intermediate Hub,0.012851851427976258,말단역,Terminal,C급 (보조),C-grade (Support),남부,중남부,True
신광양항,동산,6,118.30881424977036,0.11830881424977037,0.019718135708295063,148.2,59.279999999999994,38235.58058668477,매우낮음,0.31098528854986224,중거리,ShingwangyangPort,34.89778,127.64722,Dongsan,35.875,127.08778,0.07332445377988714,중간 허브,Intermediate Hub,0.08660997820852037,중간 허브,Intermediate Hub,C급 (보조),C-grade (Support),남부,중남부,True
신광양항,오봉,6,118.30881424977036,0.11830881424977037,0.019718135708295063,385.9,59.82945736434109,38235.58058668477,매우낮음,0.31098528854986224,초장거리,ShingwangyangPort,34.89778,127.64722,Obong,37.33611,126.96111,0.07332445377988714,중간 허브,Intermediate Hub,0.15391569198342916,주요 허브,Major Hub,C급 (보조),C-grade (Support),남부,중부,True
신광양항,황등,5,98.5906785414753,0.0985906785414753,0.01971813570829506,172.5,52.01005025125628,31862.983822237307,매우낮음,0.25915440712488513,중거리,ShingwangyangPort,34.89778,127.64722,Hwangdeung,35.99972,126.94335,0.07332445377988714,중간 허브,Intermediate Hub,0.04710339629803706,중간 허브,Intermediate Hub,C급 (보조),C-grade (Support),남부,중남부,True
신동,제천조차장,5,98.5906785414753,0.0985906785414753,0.01971813570829506,243.3,39.032085561497325,31862.983822237307,매우낮음,0.25915440712488513,장거리,Shindong,35.95556,128.32861,JecheonYard,37.12769,128.1785,0.004124667333972898,말단역,Terminal,0.3272044515385864,주요 허브,Major Hub,C급 (보조),C-grade (Support),중남부,중부,True
신례원,광양,12,236.61762849954073,0.23661762849954074,0.019718135708295063,278.3,56.26172216016297,76471.16117336955,매우낮음,0.6219705770997245,장거리,Sillyewon,36.72714,126.84972,Gwangyang,34.95611,127.58778,0.003978038143045689,말단역,Terminal,0.03522870542381626,말단역,Terminal,B급 (일반),B-grade (General),중부,남부,True
쌍룡,청주,14,276.05389991613083,0.27605389991613083,0.01971813570829506,129.0,60.24167171411266,89216.35470226446,매우낮음,0.7256323399496785,중거리,Ssangryong,37.17439,127.34,Cheongju,36.64671,127.24399,0.03492810825789339,말단역,Terminal,0.020708338976708547,말단역,Terminal,B급 (일반),B-grade (General),중부,중부,False
쌍룡,팔당,14,276.05389991613083,0.27605389991613083,0.01971813570829506,140.0,46.50527848562068,89216.35470226446,매우낮음,0.7256323399496785,중거리,Ssangryong,37.17439,127.34,Paldang,37.53328,127.24454,0.03492810825789339,말단역,Terminal,0.004103603804318228,말단역,Terminal,B급 (일반),B-grade (General),중부,북부,True
약목,부산신항,6,118.30881424977036,0.11830881424977037,0.019718135708295063,142.3,60.12676056338029,38235.58058668477,매우낮음,0.31098528854986224,중거리,Yakmok,36.03722,128.36417,BusanNewPort,35.11429,128.84629,0.023843973986876044,말단역,Terminal,0.22117197274517447,중간 허브,Intermediate Hub,C급 (보조),C-grade (Support),중남부,남부,True
약목,부산진,5,98.5906785414753,0.0985906785414753,0.01971813570829506,150.4,66.3529411764706,31862.983822237307,매우낮음,0.25915440712488513,중거리,Yakmok,36.03722,128.36417,Busanjin,35.12873,129.04991,0.023843973986876044,말단역,Terminal,0.05230597300373528,중간 허브,Intermediate Hub,C급 (보조),C-grade (Support),중남부,남부,True
영주,동해,6,118.30881424977036,0.11830881424977037,0.019718135708295063,147.6,30.643598615916954,38235.58058668477,매우낮음,0.31098528854986224,중거리,Yeongju,36.81094,128.62575,Donghae,37.49798,129.12276,0.10596447231244494,중간 허브,Intermediate Hub,0.2088824901742632,중간 허브,Intermediate Hub,C급 (보조),C-grade (Support),중부,중부,False
영주,마산,7,138.02694995806542,0.13802694995806541,0.01971813570829506,266.5,37.44730679156909,44608.17735113223,매우낮음,0.36281616997483923,장거리,Yeongju,36.81094,128.62575,Masan,35.2359,128.57728,0.10596447231244494,중간 허브,Intermediate Hub,0.004103408934362659,말단역,Terminal,C급 (보조),C-grade (Support),중부,남부,True
오봉,도담,27,532.3896641239667,0.5323896641239667,0.019718135708295063,234.8,56.11596376843396,172060.11264008147,매우낮음,1.3994337984743799,장거리,Obong,37.33611,126.96111,Dodam,37.02436,128.3265,0.15391569198342916,주요 허브,Major Hub,0.06600172599010236,중간 허브,Intermediate Hub,A급 (주요),A-grade (Major),중부,중부,False
